Sample,Cache (cycles),DRAM (cycles)
42024,49,345
42025,48,340
42026,49,349
42027,46,340
42028,47,343
42029,48,346
42030,49,345
42031,51,340
42032,51,343
42033,49,1008
42034,49,339
42035,45,344
42036,49,339
42037,45,343
42038,46,342
42039,47,343
42040,46,342
42041,49,345
42042,48,346
42043,49,349
42044,47,1089
42045,49,341
42046,49,344
42047,47,343
42048,46,344
42049,47,337
42050,46,346
42051,47,342
42052,45,341
42053,48,348
42054,49,343
42055,48,882
42056,48,340
42057,47,345
42058,45,345
42059,47,342
42060,49,341
42061,46,340
42062,47,337
42063,49,344
42064,48,344
42065,47,341
42066,48,1132
42067,47,343
42068,48,338
42069,47,339
42070,49,339
42071,48,340
42072,45,345
42073,50,340
42074,47,341
42075,51,337
42076,48,346
42077,47,1022
42078,47,339
42079,45,345
42080,47,344
42081,51,339
42082,48,340
42083,49,337
42084,49,341
42085,49,344
42086,45,343
42087,48,344
42088,49,1083
42089,49,343
42090,49,342
42091,49,337
42092,49,341
42093,47,342
42094,47,341
42095,49,341
42096,47,346
42097,51,345
42098,49,340
42099,47,1024
42100,47,341
42101,48,340
42102,47,347
42103,46,342
42104,49,343
42105,49,344
42106,49,341
42107,43,343
42108,49,342
42109,47,345
42110,48,1033
42111,46,342
42112,49,341
42113,46,348
42114,47,341
42115,48,346
42116,47,345
42117,48,342
42118,47,345
42119,45,339
42120,47,342
42121,45,1132
42122,45,346
42123,51,341
42124,49,344
42125,47,343
42126,46,344
42127,49,347
42128,46,342
42129,49,341
42130,47,341
42131,49,343
42132,49,1079
42133,45,339
42134,48,342
42135,45,341
42136,47,346
42137,49,340
42138,49,341
42139,46,342
42140,45,345
42141,48,344
42142,49,339
42143,45,1077
42144,49,343
42145,44,346
42146,49,343
42147,49,341
42148,46,346
42149,47,341
42150,46,344
42151,51,347
42152,49,345
42153,49,344
42154,45,1087
42155,47,341
42156,49,339
42157,48,342
42158,47,339
42159,47,345
42160,48,340
42161,47,343
42162,51,344
42163,49,341
42164,46,344
42165,47,1079
42166,45,346
42167,45,345
42168,50,342
42169,45,345
42170,48,338
42171,49,339
42172,49,340
42173,47,345
42174,48,340
42175,45,345
42176,49,1063
42177,47,344
42178,47,345
42179,48,346
42180,49,347
42181,49,343
42182,46,342
42183,49,347
42184,48,342
42185,49,339
42186,49,345
42187,48,984
42188,51,343
42189,48,344
42190,47,349
42191,48,348
42192,49,347
42193,48,346
42194,49,343
42195,48,344
42196,49,343
42197,48,342
42198,45,1121
42199,49,344
42200,45,343
42201,45,343
42202,45,348
42203,51,341
42204,50,344
42205,49,339
42206,48,344
42207,49,345
42208,48,348
42209,47,935
42210,51,345
42211,48,346
42212,47,347
42213,47,346
42214,47,346
42215,49,343
42216,46,346
42217,51,341
42218,45,341
42219,48,346
42220,49,1138
42221,47,337
42222,49,345
42223,46,344
42224,49,343
42225,48,340
42226,45,345
42227,47,339
42228,46,344
42229,47,343
42230,48,344
42231,49,1032
42232,49,335
42233,49,343
42234,45,346
42235,45,341
42236,46,346
42237,49,341
42238,46,344
42239,49,345
42240,51,339
42241,45,346
42242,47,1134
42243,47,342
42244,47,341
42245,48,344
42246,49,345
42247,47,343
42248,47,342
42249,51,345
42250,46,342
42251,47,339
42252,45,345
42253,49,893
42254,47,345
42255,47,343
42256,49,340
42257,49,356
42258,45,340
42259,47,350
42260,48,342
42261,51,348
42262,45,345
42263,49,343
42264,48,346
42265,49,740
42266,49,345
42267,48,342
42268,47,345
42269,50,344
42270,49,345
42271,46,344
42272,51,343
42273,48,340
42274,47,347
42275,45,344
42276,45,1050
42277,49,339
42278,45,346
42279,47,348
42280,49,337
42281,49,347
42282,47,337
42283,47,339
42284,47,344
42285,47,343
42286,47,348
42287,45,1045
42288,46,342
42289,49,343
42290,47,348
42291,45,343
42292,48,342
42293,45,341
42294,47,346
42295,45,341
42296,45,343
42297,47,344
42298,47,1067
42299,49,345
42300,51,343
42301,49,340
42302,47,343
42303,46,346
42304,47,343
42305,49,346
42306,49,339
42307,49,345
42308,48,342
42309,45,1071
42310,46,344
42311,49,343
42312,46,344
42313,49,343
42314,43,343
42315,46,346
42316,49,335
42317,49,339
42318,49,342
42319,47,339
42320,46,1100
42321,47,344
42322,47,345
42323,48,342
42324,49,337
42325,49,337
42326,46,340
42327,51,339
42328,47,346
42329,49,341
42330,51,341
42331,48,1081
42332,47,343
42333,51,341
42334,51,341
42335,46,340
42336,49,343
42337,47,346
42338,47,344
42339,45,341
42340,50,340
42341,49,343
42342,49,1161
42343,46,344
42344,51,343
42345,46,344
42346,49,339
42347,47,343
42348,49,344
42349,49,341
42350,48,344
42351,49,345
42352,48,344
42353,49,1006
42354,46,342
42355,45,341
42356,46,344
42357,45,339
42358,46,348
42359,45,345
42360,46,346
42361,49,345
42362,48,338
42363,49,355
42364,46,336
42365,47,342
42366,45,350
42367,47,569
42368,49,347
42369,45,343
42370,48,340
42371,47,349
42372,49,344
42373,48,342
42374,45,341
42375,49,342
42376,46,340
42377,47,341
42378,48,893
42379,49,343
42380,51,337
42381,47,341
42382,47,339
42383,46,342
42384,47,341
42385,46,342
42386,47,339
42387,48,340
42388,49,341
42389,46,1014
42390,51,343
42391,49,341
42392,47,349
42393,45,341
42394,45,339
42395,45,343
42396,47,346
42397,49,341
42398,49,341
42399,49,341
42400,49,750
42401,47,346
42402,49,343
42403,49,339
42404,49,345
42405,47,345
42406,49,343
42407,49,339
42408,51,340
42409,47,341
42410,45,346
42411,45,1000
42412,47,343
42413,47,347
42414,47,346
42415,49,345
42416,45,341
42417,49,343
42418,49,343
42419,49,342
42420,49,339
42421,46,342
42422,47,898
42423,45,346
42424,49,345
42425,49,348
42426,49,347
42427,48,342
42428,45,345
42429,48,338
42430,49,343
42431,46,350
42432,43,341
42433,47,1059
42434,48,346
42435,49,343
42436,47,346
42437,49,345
42438,48,344
42439,51,341
42440,48,342
42441,49,339
42442,46,342
42443,49,347
42444,47,828
42445,49,339
42446,49,339
42447,45,344
42448,45,345
42449,49,344
42450,45,345
42451,45,339
42452,45,346
42453,47,341
42454,48,338
42455,49,1056
42456,50,342
42457,47,339
42458,48,340
42459,49,345
42460,46,342
42461,49,345
42462,49,344
42463,49,346
42464,47,337
42465,48,19252
42466,45,1227
42467,45,323
42468,42,319
42469,49,321
42470,43,319
42471,44,319
42472,43,321
42473,45,319
42474,43,324
42475,45,321
42476,46,319
42477,45,975
42478,43,319
42479,45,321
42480,43,322
42481,46,319
42482,43,325
42483,45,323
42484,43,322
42485,43,324
42486,43,322
42487,46,317
42488,45,321
42489,45,886
42490,45,319
42491,46,321
42492,45,319
42493,45,319
42494,45,323
42495,43,325
42496,45,323
42497,43,321
42498,42,323
42499,43,323
42500,45,321
42501,45,799
42502,47,319
42503,43,323
42504,45,319
42505,46,317
42506,47,321
42507,45,319
42508,43,323
42509,45,321
42510,45,321
42511,45,317
42512,45,321
42513,46,959
42514,43,319
42515,45,321
42516,47,319
42517,45,322
42518,45,319
42519,45,319
42520,44,319
42521,43,321
42522,46,319
42523,45,321
42524,44,319
42525,43,1038
42526,42,319
42527,43,321
42528,43,320
42529,43,319
42530,43,323
42531,44,323
42532,45,319
42533,44,321
42534,45,319
42535,44,323
42536,43,319
42537,44,872
42538,43,323
42539,44,321
42540,43,321
42541,47,319
42542,45,321
42543,45,320
42544,45,319
42545,45,319
42546,45,319
42547,45,321
42548,46,321
42549,45,892
42550,45,319
42551,45,319
42552,43,321
42553,45,321
42554,45,323
42555,46,319
42556,43,321
42557,47,319
42558,45,315
42559,45,315
42560,45,321
42561,43,1038
42562,44,321
42563,45,323
42564,45,319
42565,45,321
42566,43,322
42567,44,321
42568,45,321
42569,44,317
42570,45,315
42571,44,326
42572,44,702
42573,47,321
42574,44,323
42575,43,321
42576,45,325
42577,45,321
42578,42,321
42579,44,321
42580,47,317
42581,47,317
42582,47,318
42583,46,319
42584,45,776
42585,43,321
42586,47,317
42587,43,322
42588,46,319
42589,41,319
42590,43,319
42591,43,321
42592,44,319
42593,45,315
42594,47,321
42595,43,322
42596,46,746
42597,45,319
42598,43,321
42599,44,319
42600,45,319
42601,43,321
42602,47,317
42603,45,319
42604,44,317
42605,43,319
42606,45,320
42607,46,319
42608,43,890
42609,43,321
42610,45,317
42611,44,323
42612,45,319
42613,47,319
42614,46,317
42615,45,319
42616,45,319
42617,43,317
42618,44,319
42619,45,319
42620,43,787
42621,41,321
42622,45,317
42623,46,321
42624,43,319
42625,45,321
42626,43,321
42627,46,321
42628,45,317
42629,45,317
42630,44,321
42631,46,317
42632,45,882
42633,45,320
42634,44,317
42635,45,319
42636,47,323
42637,45,319
42638,44,323
42639,45,319
42640,45,321
42641,45,317
42642,44,323
42643,45,319
42644,45,894
42645,45,323
42646,42,315
42647,45,317
42648,47,319
42649,43,319
42650,44,321
42651,47,319
42652,43,317
42653,47,319
42654,46,321
42655,43,319
42656,43,841
42657,43,321
42658,43,322
42659,44,321
42660,45,319
42661,45,1045
42662,45,319
42663,43,321
42664,43,323
42665,45,319
42666,46,319
42667,43,321
42668,43,321
42669,45,319
42670,42,319
42671,43,319
42672,44,748
42673,42,319
42674,46,321
42675,43,321
42676,43,321
42677,47,319
42678,45,317
42679,45,317
42680,46,319
42681,42,321
42682,42,317
42683,46,317
42684,45,770
42685,43,319
42686,45,319
42687,42,315
42688,43,321
42689,47,317
42690,45,322
42691,44,319
42692,43,321
42693,45,319
42694,45,323
42695,46,319
42696,47,772
42697,43,317
42698,43,318
42699,46,321
42700,45,321
42701,43,319
42702,45,320
42703,46,317
42704,43,325
42705,45,320
42706,46,323
42707,43,321
42708,43,752
42709,45,319
42710,46,321
42711,45,321
42712,45,319
42713,47,319
42714,44,321
42715,45,317
42716,45,321
42717,45,319
42718,42,321
42719,45,317
42720,45,894
42721,45,321
42722,44,319
42723,42,321
42724,43,321
42725,47,317
42726,45,321
42727,44,321
42728,43,323
42729,47,319
42730,45,320
42731,46,321
42732,45,900
42733,45,317
42734,45,325
42735,45,320
42736,44,319
42737,46,321
42738,45,319
42739,45,323
42740,43,321
42741,45,322
42742,44,321
42743,45,319
42744,45,807
42745,44,321
42746,46,319
42747,45,321
42748,47,319
42749,47,321
42750,44,323
42751,45,321
42752,45,319
42753,42,319
42754,44,321
42755,45,323
42756,47,894
42757,45,320
42758,45,317
42759,43,323
42760,45,320
42761,46,323
42762,45,321
42763,45,317
42764,45,320
42765,44,319
42766,43,319
42767,45,321
42768,45,840
42769,43,321
42770,44,321
42771,45,319
42772,43,321
42773,45,317
42774,44,321
42775,45,321
42776,45,319
42777,44,321
42778,41,323
42779,45,317
42780,45,893
42781,44,323
42782,46,319
42783,43,315
42784,45,320
42785,42,321
42786,43,321
42787,47,317
42788,45,319
42789,44,321
42790,45,323
42791,43,319
42792,45,800
42793,44,319
42794,45,321
42795,45,321
42796,43,321
42797,44,319
42798,45,319
42799,45,319
42800,43,321
42801,47,318
42802,45,319
42803,43,321
42804,43,765
42805,45,317
42806,46,321
42807,43,323
42808,43,319
42809,45,321
42810,44,319
42811,45,319
42812,45,317
42813,43,320
42814,46,317
42815,42,323
42816,45,868
42817,43,321
42818,44,319
42819,45,317
42820,45,320
42821,44,319
42822,46,317
42823,47,317
42824,47,319
42825,45,319
42826,44,317
42827,45,321
42828,45,849
42829,45,323
42830,45,317
42831,45,319
42832,44,323
42833,45,321
42834,45,317
42835,43,321
42836,44,323
42837,44,319
42838,45,323
42839,45,319
42840,45,819
42841,46,317
42842,45,323
42843,47,319
42844,45,319
42845,43,319
42846,43,321
42847,42,321
42848,44,325
42849,45,321
42850,43,317
42851,46,327
42852,44,817
42853,45,319
42854,43,321
42855,45,321
42856,44,323
42857,45,321
42858,47,319
42859,43,321
42860,42,317
42861,45,319
42862,47,317
42863,47,319
42864,42,854
42865,44,321
42866,42,319
42867,45,319
42868,43,322
42869,45,321
42870,44,317
42871,45,317
42872,45,317
42873,46,319
42874,45,343
42875,42,317
42876,43,865
42877,46,319
42878,43,356
42879,44,321
42880,43,317
42881,45,319
42882,45,320
42883,44,321
42884,43,321
42885,45,321
42886,43,320
42887,45,363
42888,43,321
42889,47,321
42890,45,323
42891,45,322
42892,46,321
42893,45,780
42894,45,319
42895,45,317
42896,44,321
42897,43,321
42898,42,321
42899,43,323
42900,43,330
42901,46,319
42902,45,321
42903,45,319
42904,45,317
42905,45,780
42906,43,323
42907,46,321
42908,45,317
42909,43,319
42910,43,356
42911,44,319
42912,43,321
42913,45,362
42914,45,325
42915,44,325
42916,45,319
42917,45,843
42918,43,326
42919,46,321
42920,45,320
42921,42,323
42922,44,362
42923,45,321
42924,47,325
42925,44,323
42926,45,317
42927,45,319
42928,46,319
42929,45,782
42930,43,325
42931,45,317
42932,45,315
42933,43,321
42934,46,321
42935,45,323
42936,45,317
42937,44,323
42938,45,360
42939,43,329
42940,45,323
42941,45,766
42942,42,321
42943,45,323
42944,44,336
42945,45,321
42946,45,315
42947,46,319
42948,45,323
42949,45,321
42950,45,317
42951,45,319
42952,44,319
42953,43,987
42954,45,319
42955,44,319
42956,43,319
42957,45,321
42958,43,325
42959,43,319
42960,44,321
42961,45,319
42962,44,319
42963,43,321
42964,45,323
42965,43,908
42966,45,323
42967,43,322
42968,44,327
42969,43,325
42970,43,352
42971,45,320
42972,42,319
42973,45,321
42974,46,321
42975,45,315
42976,45,319
42977,45,896
42978,45,321
42979,44,321
42980,43,321
42981,46,319
42982,43,335
42983,45,319
42984,44,319
42985,45,321
42986,45,317
42987,45,324
42988,46,329
42989,45,768
42990,45,321
42991,45,358
42992,43,323
42993,43,327
42994,44,321
42995,43,323
42996,43,326
42997,46,319
42998,45,321
42999,44,319
43000,45,321
43001,45,880
43002,43,321
43003,45,321
43004,44,323
43005,45,321
43006,45,322
43007,42,323
43008,45,321
43009,46,317
43010,43,317
43011,45,323
43012,45,327
43013,47,1016
43014,45,358
43015,44,317
43016,45,321
43017,44,321
43018,49,315
43019,47,317
43020,46,317
43021,45,357
43022,43,358
43023,44,319
43024,49,321
43025,45,799
43026,45,319
43027,42,319
43028,45,319
43029,43,321
43030,45,329
43031,43,323
43032,43,322
43033,42,321
43034,45,317
43035,46,321
43036,45,321
43037,43,876
43038,43,319
43039,45,318
43040,43,321
43041,47,321
43042,42,315
43043,45,319
43044,43,319
43045,45,319
43046,43,321
43047,44,319
43048,45,317
43049,47,943
43050,43,319
43051,44,317
43052,45,321
43053,45,320
43054,42,331
43055,45,321
43056,43,322
43057,45,323
43058,47,317
43059,44,321
43060,45,321
43061,44,937
43062,43,323
43063,44,319
43064,45,317
43065,45,319
43066,45,319
43067,47,317
43068,46,319
43069,45,317
43070,43,323
43071,45,321
43072,47,317
43073,44,937
43074,43,322
43075,44,323
43076,43,323
43077,47,321
43078,43,323
43079,45,321
43080,46,319
43081,45,321
43082,44,315
43083,47,321
43084,45,322
43085,44,1077
43086,44,323
43087,43,321
43088,45,321
43089,46,319
43090,43,323
43091,43,321
43092,43,323
43093,43,325
43094,44,334
43095,44,325
43096,47,327
43097,45,782
43098,47,325
43099,44,323
43100,45,321
43101,47,315
43102,45,319
43103,45,1686
43104,43,2014
43105,45,321
43106,44,368
43107,43,325
43108,42,364
43109,45,876
43110,49,1191
43111,45,1359
43112,43,347
43113,45,319
43114,45,343
43115,45,1124
43116,43,3404
43117,46,323
43118,45,585
43119,45,359
43120,45,3644
43121,43,1784
43122,45,344
43123,39,638
43124,43,1217
43125,42,358
43126,45,354
43127,44,653
43128,42,321
43129,43,658
43130,43,329
43131,47,1305
43132,46,319
43133,45,1044
43134,46,323
43135,45,321
43136,41,329
43137,45,341
43138,45,369
43139,45,321
43140,45,359
43141,45,325
43142,45,362
43143,41,319
43144,46,352
43145,42,317
43146,47,345
43147,45,784
43148,43,784
43149,45,782
43150,43,782
43151,43,782
43152,45,782
43153,43,321
43154,46,319
43155,45,319
43156,42,1110
43157,44,321
43158,47,319
43159,44,368
43160,43,323
43161,44,321
43162,45,333
43163,45,410
43164,43,321
43165,45,319
43166,44,323
43167,45,325
43168,45,326
43169,44,338
43170,44,319
43171,43,971
43172,43,380
43173,44,327
43174,47,321
43175,45,363
43176,45,699
43177,45,321
43178,46,417
43179,44,325
43180,43,321
43181,45,895
43182,46,329
43183,43,323
43184,45,319
43185,42,323
43186,49,323
43187,43,321
43188,44,317
43189,47,341
43190,45,319
43191,46,1024
43192,43,321
43193,42,317
43194,43,323
43195,46,317
43196,43,321
43197,47,321
43198,45,319
43199,43,317
43200,44,321
43201,45,321
43202,45,1183
43203,46,321
43204,44,335
43205,44,319
43206,45,319
43207,45,359
43208,45,319
43209,45,317
43210,44,321
43211,45,319
43212,45,330
43213,44,1114
43214,45,319
43215,46,321
43216,43,321
43217,43,324
43218,44,319
43219,45,355
43220,43,319
43221,45,319
43222,44,323
43223,43,317
43224,43,319
43225,45,1024
43226,46,317
43227,45,368
43228,44,321
43229,45,321
43230,44,319
43231,45,321
43232,44,319
43233,43,319
43234,43,319
43235,43,319
43236,45,320
43237,43,784
43238,43,319
43239,45,322
43240,44,366
43241,43,326
43242,45,315
43243,41,364
43244,45,321
43245,46,319
43246,43,321
43247,43,324
43248,43,321
43249,47,873
43250,45,319
43251,43,319
43252,43,321
43253,45,321
43254,46,327
43255,47,319
43256,44,317
43257,39,370
43258,46,319
43259,43,321
43260,45,323
43261,45,843
43262,43,325
43263,43,324
43264,42,360
43265,44,319
43266,47,319
43267,43,358
43268,45,321
43269,46,321
43270,45,325
43271,45,319
43272,43,321
43273,45,1158
43274,43,341
43275,47,317
43276,43,319
43277,43,323
43278,43,321
43279,42,382
43280,45,323
43281,46,321
43282,45,333
43283,45,318
43284,44,323
43285,45,786
43286,45,319
43287,42,321
43288,43,357
43289,43,339
43290,45,317
43291,44,330
43292,45,323
43293,47,321
43294,44,323
43295,45,357
43296,45,319
43297,45,1045
43298,44,376
43299,43,319
43300,44,382
43301,45,416
43302,45,329
43303,45,319
43304,45,317
43305,46,319
43306,43,360
43307,44,317
43308,45,1245
43309,45,320
43310,45,321
43311,45,321
43312,45,319
43313,45,321
43314,44,315
43315,45,365
43316,43,319
43317,45,362
43318,43,329
43319,47,323
43320,45,1368
43321,43,321
43322,46,321
43323,43,321
43324,45,346
43325,43,358
43326,43,329
43327,46,380
43328,43,325
43329,46,321
43330,45,333
43331,45,317
43332,44,360
43333,43,360
43334,45,359
43335,47,327
43336,43,886
43337,45,317
43338,43,358
43339,45,530
43340,45,372
43341,45,567
43342,47,1340
43343,43,410
43344,43,321
43345,44,346
43346,44,319
43347,49,325
43348,47,319
43349,46,329
43350,45,333
43351,43,357
43352,45,319
43353,43,324
43354,45,817
43355,45,460
43356,44,321
43357,45,502
43358,44,325
43359,45,323
43360,45,411
43361,45,320
43362,45,386
43363,45,432
43364,45,429
43365,46,321
43366,43,353
43367,45,904
43368,45,337
43369,43,329
43370,44,317
43371,43,317
43372,47,334
43373,44,319
43374,47,319
43375,44,360
43376,43,323
43377,47,362
43378,44,323
43379,47,805
43380,44,358
43381,44,417
43382,45,324
43383,45,362
43384,46,319
43385,47,317
43386,46,336
43387,45,317
43388,45,461
43389,45,328
43390,45,847
43391,43,321
43392,43,336
43393,42,319
43394,43,317
43395,44,323
43396,45,317
43397,44,323
43398,45,321
43399,43,322
43400,46,321
43401,41,900
43402,45,319
43403,45,317
43404,43,334
43405,46,323
43406,43,323
43407,46,321
43408,45,323
43409,45,317
43410,45,321
43411,45,323
43412,44,319
43413,43,876
43414,43,406
43415,43,319
43416,43,370
43417,45,323
43418,43,319
43419,43,441
43420,435,319
43421,53,325
43422,49,341
43423,47,626
43424,52,354
43425,49,319
43426,47,321
43427,43,327
43428,49,323
43429,43,325
43430,47,357
43431,48,1636
43432,51,352
43433,51,335
43434,49,319
43435,46,338
43436,45,362
43437,49,328
43438,46,334
43439,46,321
43440,49,325
43441,69,321
43442,45,1162
43443,44,395
43444,45,388
43445,44,325
43446,51,323
43447,46,364
43448,46,323
43449,45,736
43450,43,360
43451,50,565
43452,45,341
43453,45,409
43454,47,329
43455,46,319
43456,47,324
43457,45,445
43458,45,370
43459,51,663
43460,45,321
43461,45,398
43462,51,394
43463,42,323
43464,43,315
43465,59,319
43466,55,327
43467,49,362
43468,45,1187
43469,45,374
43470,46,333
43471,49,410
43472,47,327
43473,54,363
43474,46,332
43475,47,323
43476,46,358
43477,45,317
43478,45,924
43479,44,335
43480,57,339
43481,48,364
43482,46,319
43483,52,361
43484,57,319
43485,47,656
43486,56,467
43487,57,425
43488,51,457
43489,49,545
43490,45,346
43491,45,311
43492,43,317
43493,43,638
43494,47,376
